id,dataset_version,split,domain,input_format,chart_type,chart_path,question_type,difficulty,unit,question,table_markdown,prompt
trdab_v01_000071,synthetic_v01,train,energy,chart_only,bar,charts/synthetic_v01/chart_015_bar.png,value_lookup,easy,MWh,2018 yılında elektrik tüketimi kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_015_bar.png

Soru:
2018 yılında elektrik tüketimi kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000072,synthetic_v01,train,energy,table_and_chart,bar,charts/synthetic_v01/chart_015_bar.png,max_min,easy,MWh,Verilen verideki en yüksek elektrik tüketimi kaçtır?,"| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 90720 |
| 2019 | 84015 |
| 2020 | 91468 |
| 2021 | 88176 |
| 2022 | 89245 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 90720 |
| 2019 | 84015 |
| 2020 | 91468 |
| 2021 | 88176 |
| 2022 | 89245 |

Grafik dosyası:
charts/synthetic_v01/chart_015_bar.png

Soru:
Verilen verideki en yüksek elektrik tüketimi kaçtır?"
trdab_v01_000073,synthetic_v01,train,energy,table_only,bar,,comparison,medium,MWh,"2018 yılındaki elektrik tüketimi, 2022 yılına göre kaç MWh farklıdır?","| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 90720 |
| 2019 | 84015 |
| 2020 | 91468 |
| 2021 | 88176 |
| 2022 | 89245 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 90720 |
| 2019 | 84015 |
| 2020 | 91468 |
| 2021 | 88176 |
| 2022 | 89245 |

Soru:
2018 yılındaki elektrik tüketimi, 2022 yılına göre kaç MWh farklıdır?"
trdab_v01_000074,synthetic_v01,train,energy,chart_only,bar,charts/synthetic_v01/chart_015_bar.png,percentage_change,medium,percent,"2018 ile 2022 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_015_bar.png

Soru:
2018 ile 2022 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000075,synthetic_v01,train,energy,table_and_chart,bar,charts/synthetic_v01/chart_015_bar.png,trend_summary,medium,MWh,"Verilen veriye göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 90720 |
| 2019 | 84015 |
| 2020 | 91468 |
| 2021 | 88176 |
| 2022 | 89245 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 90720 |
| 2019 | 84015 |
| 2020 | 91468 |
| 2021 | 88176 |
| 2022 | 89245 |

Grafik dosyası:
charts/synthetic_v01/chart_015_bar.png

Soru:
Verilen veriye göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı."
trdab_v01_000076,synthetic_v01,train,health,table_only,bar,,value_lookup,easy,başvuru,2020 yılında hastane başvuru sayısı kaçtır?,"| Yıl | hastane başvuru sayısı |
|---|---|
| 2019 | 426680 |
| 2020 | 414306 |
| 2021 | 395068 |
| 2022 | 368481 |
| 2023 | 347244 |
| 2024 | 327685 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | hastane başvuru sayısı |
|---|---|
| 2019 | 426680 |
| 2020 | 414306 |
| 2021 | 395068 |
| 2022 | 368481 |
| 2023 | 347244 |
| 2024 | 327685 |

Soru:
2020 yılında hastane başvuru sayısı kaçtır?"
trdab_v01_000077,synthetic_v01,train,health,chart_only,bar,charts/synthetic_v01/chart_016_bar.png,max_min,easy,başvuru,Verilen verideki en düşük hastane başvuru sayısı kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_016_bar.png

Soru:
Verilen verideki en düşük hastane başvuru sayısı kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000078,synthetic_v01,train,health,table_and_chart,bar,charts/synthetic_v01/chart_016_bar.png,comparison,medium,başvuru,"2021 yılındaki hastane başvuru sayısı, 2022 yılına göre kaç başvuru farklıdır?","| Yıl | hastane başvuru sayısı |
|---|---|
| 2019 | 426680 |
| 2020 | 414306 |
| 2021 | 395068 |
| 2022 | 368481 |
| 2023 | 347244 |
| 2024 | 327685 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | hastane başvuru sayısı |
|---|---|
| 2019 | 426680 |
| 2020 | 414306 |
| 2021 | 395068 |
| 2022 | 368481 |
| 2023 | 347244 |
| 2024 | 327685 |

Grafik dosyası:
charts/synthetic_v01/chart_016_bar.png

Soru:
2021 yılındaki hastane başvuru sayısı, 2022 yılına göre kaç başvuru farklıdır?"
trdab_v01_000079,synthetic_v01,train,health,table_only,bar,,percentage_change,medium,percent,"2019 ile 2024 arasında hastane başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | hastane başvuru sayısı |
|---|---|
| 2019 | 426680 |
| 2020 | 414306 |
| 2021 | 395068 |
| 2022 | 368481 |
| 2023 | 347244 |
| 2024 | 327685 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: sadece tablo

Tablo:
| Yıl | hastane başvuru sayısı |
|---|---|
| 2019 | 426680 |
| 2020 | 414306 |
| 2021 | 395068 |
| 2022 | 368481 |
| 2023 | 347244 |
| 2024 | 327685 |

Soru:
2019 ile 2024 arasında hastane başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
trdab_v01_000080,synthetic_v01,train,health,chart_only,bar,charts/synthetic_v01/chart_016_bar.png,trend_summary,medium,başvuru,"Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_016_bar.png

Soru:
Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000081,synthetic_v01,train,environment,table_and_chart,bar,charts/synthetic_v01/chart_017_bar.png,value_lookup,easy,ton,2019 yılında geri dönüştürülen atık miktarı kaçtır?,"| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2019 | 8075 |
| 2020 | 8509 |
| 2021 | 9259 |
| 2022 | 9735 |
| 2023 | 10267 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2019 | 8075 |
| 2020 | 8509 |
| 2021 | 9259 |
| 2022 | 9735 |
| 2023 | 10267 |

Grafik dosyası:
charts/synthetic_v01/chart_017_bar.png

Soru:
2019 yılında geri dönüştürülen atık miktarı kaçtır?"
trdab_v01_000082,synthetic_v01,train,environment,table_only,bar,,max_min,easy,ton,Verilen verideki en yüksek geri dönüştürülen atık miktarı kaçtır?,"| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2019 | 8075 |
| 2020 | 8509 |
| 2021 | 9259 |
| 2022 | 9735 |
| 2023 | 10267 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2019 | 8075 |
| 2020 | 8509 |
| 2021 | 9259 |
| 2022 | 9735 |
| 2023 | 10267 |

Soru:
Verilen verideki en yüksek geri dönüştürülen atık miktarı kaçtır?"
trdab_v01_000083,synthetic_v01,train,environment,chart_only,bar,charts/synthetic_v01/chart_017_bar.png,comparison,medium,ton,"2023 yılındaki geri dönüştürülen atık miktarı, 2021 yılına göre kaç ton farklıdır?",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_017_bar.png

Soru:
2023 yılındaki geri dönüştürülen atık miktarı, 2021 yılına göre kaç ton farklıdır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000084,synthetic_v01,train,environment,table_and_chart,bar,charts/synthetic_v01/chart_017_bar.png,percentage_change,medium,percent,"2020 ile 2022 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2019 | 8075 |
| 2020 | 8509 |
| 2021 | 9259 |
| 2022 | 9735 |
| 2023 | 10267 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: tablo ve grafik

Tablo:
| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2019 | 8075 |
| 2020 | 8509 |
| 2021 | 9259 |
| 2022 | 9735 |
| 2023 | 10267 |

Grafik dosyası:
charts/synthetic_v01/chart_017_bar.png

Soru:
2020 ile 2022 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
trdab_v01_000085,synthetic_v01,train,environment,table_only,bar,,trend_summary,medium,ton,"Verilen veriye göre geri dönüştürülen atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2019 | 8075 |
| 2020 | 8509 |
| 2021 | 9259 |
| 2022 | 9735 |
| 2023 | 10267 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: sadece tablo

Tablo:
| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2019 | 8075 |
| 2020 | 8509 |
| 2021 | 9259 |
| 2022 | 9735 |
| 2023 | 10267 |

Soru:
Verilen veriye göre geri dönüştürülen atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı."
trdab_v01_000086,synthetic_v01,train,sports,chart_only,line,charts/synthetic_v01/chart_018_line.png,value_lookup,easy,kullanım,2025 yılında spor tesisi kullanım sayısı kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_018_line.png

Soru:
2025 yılında spor tesisi kullanım sayısı kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000087,synthetic_v01,train,sports,table_and_chart,line,charts/synthetic_v01/chart_018_line.png,max_min,easy,kullanım,Verilen verideki en düşük spor tesisi kullanım sayısı kaçtır?,"| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 49437 |
| 2021 | 39138 |
| 2022 | 45522 |
| 2023 | 39290 |
| 2024 | 45909 |
| 2025 | 38428 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 49437 |
| 2021 | 39138 |
| 2022 | 45522 |
| 2023 | 39290 |
| 2024 | 45909 |
| 2025 | 38428 |

Grafik dosyası:
charts/synthetic_v01/chart_018_line.png

Soru:
Verilen verideki en düşük spor tesisi kullanım sayısı kaçtır?"
trdab_v01_000088,synthetic_v01,train,sports,table_only,line,,comparison,medium,kullanım,"2023 yılındaki spor tesisi kullanım sayısı, 2024 yılına göre kaç kullanım farklıdır?","| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 49437 |
| 2021 | 39138 |
| 2022 | 45522 |
| 2023 | 39290 |
| 2024 | 45909 |
| 2025 | 38428 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 49437 |
| 2021 | 39138 |
| 2022 | 45522 |
| 2023 | 39290 |
| 2024 | 45909 |
| 2025 | 38428 |

Soru:
2023 yılındaki spor tesisi kullanım sayısı, 2024 yılına göre kaç kullanım farklıdır?"
trdab_v01_000089,synthetic_v01,train,sports,chart_only,line,charts/synthetic_v01/chart_018_line.png,percentage_change,medium,percent,"2020 ile 2022 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_018_line.png

Soru:
2020 ile 2022 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000090,synthetic_v01,train,sports,table_and_chart,line,charts/synthetic_v01/chart_018_line.png,trend_summary,medium,kullanım,"Verilen veriye göre spor tesisi kullanım sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 49437 |
| 2021 | 39138 |
| 2022 | 45522 |
| 2023 | 39290 |
| 2024 | 45909 |
| 2025 | 38428 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 49437 |
| 2021 | 39138 |
| 2022 | 45522 |
| 2023 | 39290 |
| 2024 | 45909 |
| 2025 | 38428 |

Grafik dosyası:
charts/synthetic_v01/chart_018_line.png

Soru:
Verilen veriye göre spor tesisi kullanım sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı."
trdab_v01_000091,synthetic_v01,train,municipality,table_only,bar,,value_lookup,easy,başvuru,2019 yılında belediye hizmet başvurusu kaçtır?,"| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 97380 |
| 2019 | 92414 |
| 2020 | 88966 |
| 2021 | 85958 |
| 2022 | 78535 |
| 2023 | 75809 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 97380 |
| 2019 | 92414 |
| 2020 | 88966 |
| 2021 | 85958 |
| 2022 | 78535 |
| 2023 | 75809 |

Soru:
2019 yılında belediye hizmet başvurusu kaçtır?"
trdab_v01_000092,synthetic_v01,train,municipality,chart_only,bar,charts/synthetic_v01/chart_019_bar.png,max_min,easy,başvuru,Verilen verideki en düşük belediye hizmet başvurusu kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_019_bar.png

Soru:
Verilen verideki en düşük belediye hizmet başvurusu kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000093,synthetic_v01,train,municipality,table_and_chart,bar,charts/synthetic_v01/chart_019_bar.png,comparison,medium,başvuru,"2021 yılındaki belediye hizmet başvurusu, 2022 yılına göre kaç başvuru farklıdır?","| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 97380 |
| 2019 | 92414 |
| 2020 | 88966 |
| 2021 | 85958 |
| 2022 | 78535 |
| 2023 | 75809 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 97380 |
| 2019 | 92414 |
| 2020 | 88966 |
| 2021 | 85958 |
| 2022 | 78535 |
| 2023 | 75809 |

Grafik dosyası:
charts/synthetic_v01/chart_019_bar.png

Soru:
2021 yılındaki belediye hizmet başvurusu, 2022 yılına göre kaç başvuru farklıdır?"
trdab_v01_000094,synthetic_v01,train,municipality,table_only,bar,,percentage_change,medium,percent,"2018 ile 2022 arasında belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 97380 |
| 2019 | 92414 |
| 2020 | 88966 |
| 2021 | 85958 |
| 2022 | 78535 |
| 2023 | 75809 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: sadece tablo

Tablo:
| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 97380 |
| 2019 | 92414 |
| 2020 | 88966 |
| 2021 | 85958 |
| 2022 | 78535 |
| 2023 | 75809 |

Soru:
2018 ile 2022 arasında belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
trdab_v01_000095,synthetic_v01,train,municipality,chart_only,bar,charts/synthetic_v01/chart_019_bar.png,trend_summary,medium,başvuru,"Verilen veriye göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_019_bar.png

Soru:
Verilen veriye göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000096,synthetic_v01,train,agriculture,table_and_chart,bar,charts/synthetic_v01/chart_020_bar.png,value_lookup,easy,ton,2022 yılında üretim miktarı kaçtır?,"| Yıl | üretim miktarı |
|---|---|
| 2018 | 149568 |
| 2019 | 148481 |
| 2020 | 150381 |
| 2021 | 151265 |
| 2022 | 151931 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | üretim miktarı |
|---|---|
| 2018 | 149568 |
| 2019 | 148481 |
| 2020 | 150381 |
| 2021 | 151265 |
| 2022 | 151931 |

Grafik dosyası:
charts/synthetic_v01/chart_020_bar.png

Soru:
2022 yılında üretim miktarı kaçtır?"
trdab_v01_000097,synthetic_v01,train,agriculture,table_only,bar,,max_min,easy,ton,Verilen verideki en düşük üretim miktarı kaçtır?,"| Yıl | üretim miktarı |
|---|---|
| 2018 | 149568 |
| 2019 | 148481 |
| 2020 | 150381 |
| 2021 | 151265 |
| 2022 | 151931 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | üretim miktarı |
|---|---|
| 2018 | 149568 |
| 2019 | 148481 |
| 2020 | 150381 |
| 2021 | 151265 |
| 2022 | 151931 |

Soru:
Verilen verideki en düşük üretim miktarı kaçtır?"
trdab_v01_000098,synthetic_v01,train,agriculture,chart_only,bar,charts/synthetic_v01/chart_020_bar.png,comparison,medium,ton,"2019 yılındaki üretim miktarı, 2022 yılına göre kaç ton farklıdır?",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_020_bar.png

Soru:
2019 yılındaki üretim miktarı, 2022 yılına göre kaç ton farklıdır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000099,synthetic_v01,train,agriculture,table_and_chart,bar,charts/synthetic_v01/chart_020_bar.png,percentage_change,medium,percent,"2019 ile 2022 arasında üretim miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | üretim miktarı |
|---|---|
| 2018 | 149568 |
| 2019 | 148481 |
| 2020 | 150381 |
| 2021 | 151265 |
| 2022 | 151931 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: tablo ve grafik

Tablo:
| Yıl | üretim miktarı |
|---|---|
| 2018 | 149568 |
| 2019 | 148481 |
| 2020 | 150381 |
| 2021 | 151265 |
| 2022 | 151931 |

Grafik dosyası:
charts/synthetic_v01/chart_020_bar.png

Soru:
2019 ile 2022 arasında üretim miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
trdab_v01_000100,synthetic_v01,train,agriculture,table_only,bar,,trend_summary,medium,ton,"Verilen veriye göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","| Yıl | üretim miktarı |
|---|---|
| 2018 | 149568 |
| 2019 | 148481 |
| 2020 | 150381 |
| 2021 | 151265 |
| 2022 | 151931 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: sadece tablo

Tablo:
| Yıl | üretim miktarı |
|---|---|
| 2018 | 149568 |
| 2019 | 148481 |
| 2020 | 150381 |
| 2021 | 151265 |
| 2022 | 151931 |

Soru:
Verilen veriye göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı."
trdab_v01_000101,synthetic_v01,train,transportation,chart_only,line,charts/synthetic_v01/chart_021_line.png,value_lookup,easy,kişi,2021 yılında yolcu sayısı kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_021_line.png

Soru:
2021 yılında yolcu sayısı kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000102,synthetic_v01,train,transportation,table_and_chart,line,charts/synthetic_v01/chart_021_line.png,max_min,easy,kişi,Verilen verideki en yüksek yolcu sayısı kaçtır?,"| Yıl | yolcu sayısı |
|---|---|
| 2018 | 1186843 |
| 2019 | 1316874 |
| 2020 | 1437298 |
| 2021 | 1525861 |
| 2022 | 1638304 |
| 2023 | 1734200 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | yolcu sayısı |
|---|---|
| 2018 | 1186843 |
| 2019 | 1316874 |
| 2020 | 1437298 |
| 2021 | 1525861 |
| 2022 | 1638304 |
| 2023 | 1734200 |

Grafik dosyası:
charts/synthetic_v01/chart_021_line.png

Soru:
Verilen verideki en yüksek yolcu sayısı kaçtır?"
trdab_v01_000103,synthetic_v01,train,transportation,table_only,line,,comparison,medium,kişi,"2019 yılındaki yolcu sayısı, 2021 yılına göre kaç kişi farklıdır?","| Yıl | yolcu sayısı |
|---|---|
| 2018 | 1186843 |
| 2019 | 1316874 |
| 2020 | 1437298 |
| 2021 | 1525861 |
| 2022 | 1638304 |
| 2023 | 1734200 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | yolcu sayısı |
|---|---|
| 2018 | 1186843 |
| 2019 | 1316874 |
| 2020 | 1437298 |
| 2021 | 1525861 |
| 2022 | 1638304 |
| 2023 | 1734200 |

Soru:
2019 yılındaki yolcu sayısı, 2021 yılına göre kaç kişi farklıdır?"
