id,domain,input_format,chart_type,question_type,difficulty,answer_type,question,answer,numeric_answer,unit,split,chart_path
trdab_v02_000090,economy,table_and_chart,line,comparison,medium,numeric,"2020 yılındaki ithalat değeri, 2021 yılına göre kaç milyon dolar farklıdır?","2020 yılındaki ithalat değeri, 2021 yılına göre 19 milyon dolar azdır.",19.0,milyon dolar,train,charts/synthetic_v02/chart_012_line.png
trdab_v02_000091,economy,table_only,line,percentage_change,medium,numeric,"2020 ile 2022 arasında ihracat değeri yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2022 arasında ihracat değeri yaklaşık %14,5 azalmıştır.",-14.5,percent,train,charts/synthetic_v02/chart_012_line.png
trdab_v02_000092,economy,chart_only,line,cross_series_diff,medium,numeric,2023 yılında ihracat değeri ile ithalat değeri arasındaki fark kaçtır?,2023 yılında ihracat değeri ile ithalat değeri arasındaki fark 35 milyon dolar olarak hesaplanır (ithalat değeri daha yüksektir).,35.0,milyon dolar,train,charts/synthetic_v02/chart_012_line.png
trdab_v02_000093,economy,table_and_chart,line,average,hard,numeric,Tüm yıllar boyunca ithalat değeri ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca ithalat değeri ortalaması yaklaşık 217 milyon dolar olarak hesaplanır.,217.0,milyon dolar,train,charts/synthetic_v02/chart_012_line.png
trdab_v02_000094,economy,table_only,line,nth_highest,hard,numeric_with_label,ithalat değeri açısından en yüksek 3. değer kaçtır?,ithalat değeri açısından en yüksek 3. değer 224 milyon dolar olup 2021 yılında görülmüştür.,224.0,milyon dolar,train,charts/synthetic_v02/chart_012_line.png
trdab_v02_000095,economy,chart_only,line,trend_summary,medium,text,"Verilen veriye göre ithalat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",ithalat değeri dalgalı bir eğilim göstermektedir; yıllar arasında hem artış hem azalış görülmektedir.,,milyon dolar,train,charts/synthetic_v02/chart_012_line.png
trdab_v02_000096,economy,table_and_chart,line,unanswerable,hard,abstention,2021 yılında enflasyon oranı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü enflasyon oranı verilen tabloda/grafikte bulunmamaktadır.,,milyon dolar,train,charts/synthetic_v02/chart_012_line.png
trdab_v02_000097,education,table_only,bar,value_lookup,easy,numeric,2020 yılında öğretmen sayısı kaçtır?,2020 yılında öğretmen sayısı 1.713 öğretmen olarak verilmiştir.,1713.0,öğretmen,train,charts/synthetic_v02/chart_013_bar.png
trdab_v02_000098,education,chart_only,bar,comparison,medium,numeric,"2025 yılındaki öğretmen sayısı, 2020 yılına göre kaç öğretmen farklıdır?","2025 yılındaki öğretmen sayısı, 2020 yılına göre 327 öğretmen fazladır.",327.0,öğretmen,train,charts/synthetic_v02/chart_013_bar.png
trdab_v02_000099,education,table_and_chart,bar,percentage_change,medium,numeric,"2021 ile 2023 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2021 ile 2023 arasında öğrenci sayısı yaklaşık %9,5 artmıştır.",9.5,percent,train,charts/synthetic_v02/chart_013_bar.png
trdab_v02_000100,education,table_only,bar,cross_series_diff,medium,numeric,2025 yılında öğrenci sayısı ile öğretmen sayısı arasındaki fark kaçtır?,2025 yılında öğrenci sayısı ile öğretmen sayısı arasındaki fark 28.129 öğrenci olarak hesaplanır (öğrenci sayısı daha yüksektir).,28129.0,öğrenci,train,charts/synthetic_v02/chart_013_bar.png
trdab_v02_000101,education,chart_only,bar,average,hard,numeric,Tüm yıllar boyunca öğretmen sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca öğretmen sayısı ortalaması yaklaşık 1.881,8 öğretmen olarak hesaplanır.",1881.8,öğretmen,train,charts/synthetic_v02/chart_013_bar.png
trdab_v02_000102,education,table_and_chart,bar,nth_highest,hard,numeric_with_label,öğretmen sayısı açısından en yüksek 2. değer kaçtır?,öğretmen sayısı açısından en yüksek 2. değer 1.991 öğretmen olup 2024 yılında görülmüştür.,1991.0,öğretmen,train,charts/synthetic_v02/chart_013_bar.png
trdab_v02_000103,education,table_only,bar,trend_summary,medium,text,"Verilen veriye göre öğretmen sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","öğretmen sayısı genel olarak artış eğilimi göstermektedir. 2020 yılında 1.713 öğretmen olan değer, 2025 yılında 2.040 öğretmen olmuştur.",,öğretmen,train,charts/synthetic_v02/chart_013_bar.png
trdab_v02_000104,education,chart_only,bar,unanswerable,hard,abstention,2025 yılında okul sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü okul sayısı verilen tabloda/grafikte bulunmamaktadır.,,öğretmen,train,charts/synthetic_v02/chart_013_bar.png
trdab_v02_000105,tourism,table_and_chart,bar,value_lookup,easy,numeric,2019 yılında ziyaretçi sayısı kaçtır?,2019 yılında ziyaretçi sayısı 701.025 kişi olarak verilmiştir.,701025.0,kişi,train,charts/synthetic_v02/chart_014_bar.png
trdab_v02_000106,tourism,table_only,bar,comparison,medium,numeric,"2020 yılındaki konaklama sayısı, 2022 yılına göre kaç gece farklıdır?","2020 yılındaki konaklama sayısı, 2022 yılına göre 209.285 gece azdır.",209285.0,gece,train,charts/synthetic_v02/chart_014_bar.png
trdab_v02_000107,tourism,chart_only,bar,percentage_change,medium,numeric,"2018 ile 2019 arasında konaklama sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2019 arasında konaklama sayısı yaklaşık %6,9 artmıştır.",6.9,percent,train,charts/synthetic_v02/chart_014_bar.png
trdab_v02_000108,tourism,table_and_chart,bar,cross_series_diff,medium,numeric,2017 yılında ziyaretçi sayısı ile konaklama sayısı arasındaki fark kaçtır?,2017 yılında ziyaretçi sayısı ile konaklama sayısı arasındaki fark 790.068 kişi olarak hesaplanır (konaklama sayısı daha yüksektir).,790068.0,kişi,train,charts/synthetic_v02/chart_014_bar.png
trdab_v02_000109,tourism,table_only,bar,average,hard,numeric,Tüm yıllar boyunca konaklama sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca konaklama sayısı ortalaması yaklaşık 1.617.814,7 gece olarak hesaplanır.",1617814.7,gece,train,charts/synthetic_v02/chart_014_bar.png
trdab_v02_000110,tourism,chart_only,bar,nth_highest,hard,numeric_with_label,ziyaretçi sayısı açısından en yüksek 3. değer kaçtır?,ziyaretçi sayısı açısından en yüksek 3. değer 756.292 kişi olup 2020 yılında görülmüştür.,756292.0,kişi,train,charts/synthetic_v02/chart_014_bar.png
trdab_v02_000111,tourism,table_and_chart,bar,trend_summary,medium,text,"Verilen veriye göre ziyaretçi sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","ziyaretçi sayısı genel olarak artış eğilimi göstermektedir. 2017 yılında 614.504 kişi olan değer, 2022 yılında 884.733 kişi olmuştur.",,kişi,train,charts/synthetic_v02/chart_014_bar.png
trdab_v02_000112,tourism,table_only,bar,unanswerable,hard,abstention,2018 yılında ortalama harcama kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü ortalama harcama verilen tabloda/grafikte bulunmamaktadır.,,kişi,train,charts/synthetic_v02/chart_014_bar.png
trdab_v02_000113,energy,chart_only,line,value_lookup,easy,numeric,2020 yılında doğal gaz tüketimi kaçtır?,2020 yılında doğal gaz tüketimi 333.933 m3 olarak verilmiştir.,333933.0,m3,train,charts/synthetic_v02/chart_015_line.png
trdab_v02_000114,energy,table_and_chart,line,comparison,medium,numeric,"2019 yılındaki elektrik tüketimi, 2023 yılına göre kaç MWh farklıdır?","2019 yılındaki elektrik tüketimi, 2023 yılına göre 17.094 MWh fazladır.",17094.0,MWh,train,charts/synthetic_v02/chart_015_line.png
trdab_v02_000115,energy,table_only,line,percentage_change,medium,numeric,"2021 ile 2022 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2021 ile 2022 arasında elektrik tüketimi yaklaşık %4,2 azalmıştır.",-4.2,percent,train,charts/synthetic_v02/chart_015_line.png
trdab_v02_000116,energy,chart_only,line,cross_series_diff,medium,numeric,2020 yılında elektrik tüketimi ile doğal gaz tüketimi arasındaki fark kaçtır?,2020 yılında elektrik tüketimi ile doğal gaz tüketimi arasındaki fark 227.710 MWh olarak hesaplanır (doğal gaz tüketimi daha yüksektir).,227710.0,MWh,train,charts/synthetic_v02/chart_015_line.png
trdab_v02_000117,energy,table_and_chart,line,average,hard,numeric,Tüm yıllar boyunca elektrik tüketimi ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca elektrik tüketimi ortalaması yaklaşık 102.549,4 MWh olarak hesaplanır.",102549.4,MWh,train,charts/synthetic_v02/chart_015_line.png
trdab_v02_000118,energy,table_only,line,nth_highest,hard,numeric_with_label,doğal gaz tüketimi açısından en yüksek 3. değer kaçtır?,doğal gaz tüketimi açısından en yüksek 3. değer 345.556 m3 olup 2021 yılında görülmüştür.,345556.0,m3,train,charts/synthetic_v02/chart_015_line.png
trdab_v02_000119,energy,chart_only,line,trend_summary,medium,text,"Verilen veriye göre doğal gaz tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","doğal gaz tüketimi genel olarak artış eğilimi göstermektedir. 2019 yılında 318.806 m3 olan değer, 2023 yılında 367.384 m3 olmuştur.",,m3,train,charts/synthetic_v02/chart_015_line.png
trdab_v02_000120,energy,table_and_chart,line,unanswerable,hard,abstention,2023 yılında yenilenebilir üretim kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü yenilenebilir üretim verilen tabloda/grafikte bulunmamaktadır.,,m3,train,charts/synthetic_v02/chart_015_line.png
trdab_v02_000121,health,table_only,line,value_lookup,easy,numeric,2018 yılında hastane başvuru sayısı kaçtır?,2018 yılında hastane başvuru sayısı 419.681 başvuru olarak verilmiştir.,419681.0,başvuru,train,charts/synthetic_v02/chart_016_line.png
trdab_v02_000122,health,chart_only,line,comparison,medium,numeric,"2019 yılındaki ameliyat sayısı, 2018 yılına göre kaç ameliyat farklıdır?","2019 yılındaki ameliyat sayısı, 2018 yılına göre 2.125 ameliyat azdır.",2125.0,ameliyat,train,charts/synthetic_v02/chart_016_line.png
trdab_v02_000123,health,table_and_chart,line,percentage_change,medium,numeric,"2022 ile 2023 arasında ameliyat sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2022 ile 2023 arasında ameliyat sayısı yaklaşık %0,1 artmıştır.",0.1,percent,train,charts/synthetic_v02/chart_016_line.png
trdab_v02_000124,health,table_only,line,cross_series_diff,medium,numeric,2018 yılında hastane başvuru sayısı ile ameliyat sayısı arasındaki fark kaçtır?,2018 yılında hastane başvuru sayısı ile ameliyat sayısı arasındaki fark 394.136 başvuru olarak hesaplanır (hastane başvuru sayısı daha yüksektir).,394136.0,başvuru,train,charts/synthetic_v02/chart_016_line.png
trdab_v02_000125,health,chart_only,line,average,hard,numeric,Tüm yıllar boyunca ameliyat sayısı ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca ameliyat sayısı ortalaması yaklaşık 23.885 ameliyat olarak hesaplanır.,23885.0,ameliyat,train,charts/synthetic_v02/chart_016_line.png
trdab_v02_000126,health,table_and_chart,line,nth_highest,hard,numeric_with_label,hastane başvuru sayısı açısından en yüksek 3. değer kaçtır?,hastane başvuru sayısı açısından en yüksek 3. değer 376.279 başvuru olup 2020 yılında görülmüştür.,376279.0,başvuru,train,charts/synthetic_v02/chart_016_line.png
trdab_v02_000127,health,table_only,line,trend_summary,medium,text,"Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","hastane başvuru sayısı genel olarak azalış eğilimi göstermektedir. 2018 yılında 419.681 başvuru olan değer, 2023 yılında 333.439 başvuru olmuştur.",,başvuru,train,charts/synthetic_v02/chart_016_line.png
trdab_v02_000128,health,chart_only,line,unanswerable,hard,abstention,2021 yılında yatak sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü yatak sayısı verilen tabloda/grafikte bulunmamaktadır.,,başvuru,train,charts/synthetic_v02/chart_016_line.png
trdab_v02_000129,environment,table_and_chart,bar,value_lookup,easy,numeric,2019 yılında geri dönüştürülen atık miktarı kaçtır?,2019 yılında geri dönüştürülen atık miktarı 9.184 ton olarak verilmiştir.,9184.0,ton,train,charts/synthetic_v02/chart_017_bar.png
trdab_v02_000130,environment,table_only,bar,comparison,medium,numeric,"2021 yılındaki toplam atık miktarı, 2022 yılına göre kaç ton farklıdır?","2021 yılındaki toplam atık miktarı, 2022 yılına göre 2.424 ton azdır.",2424.0,ton,train,charts/synthetic_v02/chart_017_bar.png
trdab_v02_000131,environment,chart_only,bar,percentage_change,medium,numeric,"2017 ile 2018 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2017 ile 2018 arasında geri dönüştürülen atık miktarı yaklaşık %9,6 artmıştır.",9.6,percent,train,charts/synthetic_v02/chart_017_bar.png
trdab_v02_000132,environment,table_and_chart,bar,cross_series_diff,medium,numeric,2022 yılında geri dönüştürülen atık miktarı ile toplam atık miktarı arasındaki fark kaçtır?,2022 yılında geri dönüştürülen atık miktarı ile toplam atık miktarı arasındaki fark 39.957 ton olarak hesaplanır (toplam atık miktarı daha yüksektir).,39957.0,ton,train,charts/synthetic_v02/chart_017_bar.png
trdab_v02_000133,environment,table_only,bar,average,hard,numeric,Tüm yıllar boyunca toplam atık miktarı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca toplam atık miktarı ortalaması yaklaşık 45.772,3 ton olarak hesaplanır.",45772.3,ton,train,charts/synthetic_v02/chart_017_bar.png
trdab_v02_000134,environment,chart_only,bar,nth_highest,hard,numeric_with_label,toplam atık miktarı açısından en yüksek 2. değer kaçtır?,toplam atık miktarı açısından en yüksek 2. değer 48.297 ton olup 2021 yılında görülmüştür.,48297.0,ton,train,charts/synthetic_v02/chart_017_bar.png
trdab_v02_000135,environment,table_and_chart,bar,trend_summary,medium,text,"Verilen veriye göre toplam atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","toplam atık miktarı genel olarak artış eğilimi göstermektedir. 2017 yılında 41.279 ton olan değer, 2022 yılında 50.721 ton olmuştur.",,ton,train,charts/synthetic_v02/chart_017_bar.png
trdab_v02_000136,environment,table_only,bar,unanswerable,hard,abstention,2022 yılında karbon salımı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü karbon salımı verilen tabloda/grafikte bulunmamaktadır.,,ton,train,charts/synthetic_v02/chart_017_bar.png
trdab_v02_000137,sports,chart_only,line,value_lookup,easy,numeric,2024 yılında lisanslı sporcu sayısı kaçtır?,2024 yılında lisanslı sporcu sayısı 12.949 sporcu olarak verilmiştir.,12949.0,sporcu,train,charts/synthetic_v02/chart_018_line.png
trdab_v02_000138,sports,table_and_chart,line,comparison,medium,numeric,"2023 yılındaki spor tesisi kullanım sayısı, 2024 yılına göre kaç kullanım farklıdır?","2023 yılındaki spor tesisi kullanım sayısı, 2024 yılına göre 3.322 kullanım azdır.",3322.0,kullanım,train,charts/synthetic_v02/chart_018_line.png
trdab_v02_000139,sports,table_only,line,percentage_change,medium,numeric,"2019 ile 2022 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",2019 ile 2022 arasında spor tesisi kullanım sayısı yaklaşık %19 artmıştır.,19.0,percent,train,charts/synthetic_v02/chart_018_line.png
trdab_v02_000140,sports,chart_only,line,cross_series_diff,medium,numeric,2021 yılında spor tesisi kullanım sayısı ile lisanslı sporcu sayısı arasındaki fark kaçtır?,2021 yılında spor tesisi kullanım sayısı ile lisanslı sporcu sayısı arasındaki fark 34.811 kullanım olarak hesaplanır (spor tesisi kullanım sayısı daha yüksektir).,34811.0,kullanım,train,charts/synthetic_v02/chart_018_line.png
trdab_v02_000141,sports,table_and_chart,line,average,hard,numeric,Tüm yıllar boyunca spor tesisi kullanım sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca spor tesisi kullanım sayısı ortalaması yaklaşık 52.887,8 kullanım olarak hesaplanır.",52887.8,kullanım,train,charts/synthetic_v02/chart_018_line.png
trdab_v02_000142,sports,table_only,line,nth_highest,hard,numeric_with_label,spor tesisi kullanım sayısı açısından en yüksek 3. değer kaçtır?,spor tesisi kullanım sayısı açısından en yüksek 3. değer 54.706 kullanım olup 2022 yılında görülmüştür.,54706.0,kullanım,train,charts/synthetic_v02/chart_018_line.png
trdab_v02_000143,sports,chart_only,line,trend_summary,medium,text,"Verilen veriye göre lisanslı sporcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","lisanslı sporcu sayısı genel olarak azalış eğilimi göstermektedir. 2019 yılında 16.877 sporcu olan değer, 2024 yılında 12.949 sporcu olmuştur.",,sporcu,train,charts/synthetic_v02/chart_018_line.png
trdab_v02_000144,sports,table_and_chart,line,unanswerable,hard,abstention,2027 yılında lisanslı sporcu sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2027 yılı verilen veride bulunmamaktadır.,,sporcu,train,charts/synthetic_v02/chart_018_line.png
trdab_v02_000145,municipality,table_only,bar,value_lookup,easy,numeric,2020 yılında belediye hizmet başvurusu kaçtır?,2020 yılında belediye hizmet başvurusu 91.148 başvuru olarak verilmiştir.,91148.0,başvuru,train,charts/synthetic_v02/chart_019_bar.png
trdab_v02_000146,municipality,chart_only,bar,comparison,medium,numeric,"2022 yılındaki belediye hizmet başvurusu, 2020 yılına göre kaç başvuru farklıdır?","2022 yılındaki belediye hizmet başvurusu, 2020 yılına göre 6.649 başvuru azdır.",6649.0,başvuru,train,charts/synthetic_v02/chart_019_bar.png
trdab_v02_000147,municipality,table_and_chart,bar,percentage_change,medium,numeric,"2023 ile 2024 arasında çözülen başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2023 ile 2024 arasında çözülen başvuru sayısı yaklaşık %10,3 artmıştır.",10.3,percent,train,charts/synthetic_v02/chart_019_bar.png
trdab_v02_000148,municipality,table_only,bar,cross_series_diff,medium,numeric,2024 yılında belediye hizmet başvurusu ile çözülen başvuru sayısı arasındaki fark kaçtır?,2024 yılında belediye hizmet başvurusu ile çözülen başvuru sayısı arasındaki fark 11.943 başvuru olarak hesaplanır (belediye hizmet başvurusu daha yüksektir).,11943.0,başvuru,train,charts/synthetic_v02/chart_019_bar.png
trdab_v02_000149,municipality,chart_only,bar,average,hard,numeric,Tüm yıllar boyunca belediye hizmet başvurusu ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca belediye hizmet başvurusu ortalaması yaklaşık 83.280,2 başvuru olarak hesaplanır.",83280.2,başvuru,train,charts/synthetic_v02/chart_019_bar.png
trdab_v02_000150,municipality,table_and_chart,bar,nth_highest,hard,numeric_with_label,çözülen başvuru sayısı açısından en yüksek 3. değer kaçtır?,çözülen başvuru sayısı açısından en yüksek 3. değer 61.499 başvuru olup 2024 yılında görülmüştür.,61499.0,başvuru,train,charts/synthetic_v02/chart_019_bar.png
trdab_v02_000151,municipality,table_only,bar,trend_summary,medium,text,"Verilen veriye göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","belediye hizmet başvurusu genel olarak azalış eğilimi göstermektedir. 2020 yılında 91.148 başvuru olan değer, 2024 yılında 73.442 başvuru olmuştur.",,başvuru,train,charts/synthetic_v02/chart_019_bar.png
trdab_v02_000152,municipality,chart_only,bar,unanswerable,hard,abstention,2029 yılında belediye hizmet başvurusu kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2029 yılı verilen veride bulunmamaktadır.,,başvuru,train,charts/synthetic_v02/chart_019_bar.png
trdab_v02_000153,agriculture,table_and_chart,line,value_lookup,easy,numeric,2023 yılında üretim miktarı kaçtır?,2023 yılında üretim miktarı 164.094 ton olarak verilmiştir.,164094.0,ton,train,charts/synthetic_v02/chart_020_line.png
trdab_v02_000154,agriculture,table_only,line,comparison,medium,numeric,"2024 yılındaki ekili alan, 2023 yılına göre kaç hektar farklıdır?","2024 yılındaki ekili alan, 2023 yılına göre 1.291 hektar azdır.",1291.0,hektar,train,charts/synthetic_v02/chart_020_line.png
trdab_v02_000155,agriculture,chart_only,line,percentage_change,medium,numeric,"2019 ile 2023 arasında ekili alan yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2023 arasında ekili alan yaklaşık %14,1 azalmıştır.",-14.1,percent,train,charts/synthetic_v02/chart_020_line.png
trdab_v02_000156,agriculture,table_and_chart,line,cross_series_diff,medium,numeric,2023 yılında üretim miktarı ile ekili alan arasındaki fark kaçtır?,2023 yılında üretim miktarı ile ekili alan arasındaki fark 123.531 ton olarak hesaplanır (üretim miktarı daha yüksektir).,123531.0,ton,train,charts/synthetic_v02/chart_020_line.png
trdab_v02_000157,agriculture,table_only,line,average,hard,numeric,Tüm yıllar boyunca ekili alan ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca ekili alan ortalaması yaklaşık 43.090,8 hektar olarak hesaplanır.",43090.8,hektar,train,charts/synthetic_v02/chart_020_line.png
trdab_v02_000158,agriculture,chart_only,line,nth_highest,hard,numeric_with_label,ekili alan açısından en yüksek 2. değer kaçtır?,ekili alan açısından en yüksek 2. değer 45.762 hektar olup 2020 yılında görülmüştür.,45762.0,hektar,train,charts/synthetic_v02/chart_020_line.png
trdab_v02_000159,agriculture,table_and_chart,line,trend_summary,medium,text,"Verilen veriye göre ekili alan için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","ekili alan genel olarak azalış eğilimi göstermektedir. 2019 yılında 47.222 hektar olan değer, 2024 yılında 39.272 hektar olmuştur.",,hektar,train,charts/synthetic_v02/chart_020_line.png
trdab_v02_000160,agriculture,table_only,line,unanswerable,hard,abstention,2034 yılında ekili alan kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2034 yılı verilen veride bulunmamaktadır.,,hektar,train,charts/synthetic_v02/chart_020_line.png
trdab_v02_000161,transportation,chart_only,line,value_lookup,easy,numeric,2022 yılında sefer sayısı kaçtır?,2022 yılında sefer sayısı 44.466 sefer olarak verilmiştir.,44466.0,sefer,train,charts/synthetic_v02/chart_021_line.png
trdab_v02_000162,transportation,table_and_chart,line,comparison,medium,numeric,"2020 yılındaki sefer sayısı, 2019 yılına göre kaç sefer farklıdır?","2020 yılındaki sefer sayısı, 2019 yılına göre 2.636 sefer azdır.",2636.0,sefer,train,charts/synthetic_v02/chart_021_line.png
trdab_v02_000163,transportation,table_only,line,percentage_change,medium,numeric,"2019 ile 2021 arasında yolcu sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2021 arasında yolcu sayısı yaklaşık %2,6 artmıştır.",2.6,percent,train,charts/synthetic_v02/chart_021_line.png
trdab_v02_000164,transportation,chart_only,line,cross_series_diff,medium,numeric,2018 yılında yolcu sayısı ile sefer sayısı arasındaki fark kaçtır?,2018 yılında yolcu sayısı ile sefer sayısı arasındaki fark 1.185.666 kişi olarak hesaplanır (yolcu sayısı daha yüksektir).,1185666.0,kişi,train,charts/synthetic_v02/chart_021_line.png
trdab_v02_000165,transportation,table_and_chart,line,average,hard,numeric,Tüm yıllar boyunca sefer sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca sefer sayısı ortalaması yaklaşık 49.591,8 sefer olarak hesaplanır.",49591.8,sefer,train,charts/synthetic_v02/chart_021_line.png
trdab_v02_000166,transportation,table_only,line,nth_highest,hard,numeric_with_label,sefer sayısı açısından en yüksek 3. değer kaçtır?,sefer sayısı açısından en yüksek 3. değer 49.465 sefer olup 2020 yılında görülmüştür.,49465.0,sefer,train,charts/synthetic_v02/chart_021_line.png
trdab_v02_000167,transportation,chart_only,line,trend_summary,medium,text,"Verilen veriye göre yolcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",yolcu sayısı dalgalı bir eğilim göstermektedir; yıllar arasında hem artış hem azalış görülmektedir.,,kişi,train,charts/synthetic_v02/chart_021_line.png
trdab_v02_000168,transportation,table_and_chart,line,unanswerable,hard,abstention,2032 yılında sefer sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2032 yılı verilen veride bulunmamaktadır.,,sefer,train,charts/synthetic_v02/chart_021_line.png
trdab_v02_000169,economy,table_only,bar,value_lookup,easy,numeric,2020 yılında ithalat değeri kaçtır?,2020 yılında ithalat değeri 253 milyon dolar olarak verilmiştir.,253.0,milyon dolar,train,charts/synthetic_v02/chart_022_bar.png
trdab_v02_000170,economy,chart_only,bar,comparison,medium,numeric,"2021 yılındaki ithalat değeri, 2019 yılına göre kaç milyon dolar farklıdır?","2021 yılındaki ithalat değeri, 2019 yılına göre 27 milyon dolar fazladır.",27.0,milyon dolar,train,charts/synthetic_v02/chart_022_bar.png
trdab_v02_000171,economy,table_and_chart,bar,percentage_change,medium,numeric,"2019 ile 2020 arasında ihracat değeri yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2020 arasında ihracat değeri yaklaşık %21,6 azalmıştır.",-21.6,percent,train,charts/synthetic_v02/chart_022_bar.png
trdab_v02_000172,economy,table_only,bar,cross_series_diff,medium,numeric,2018 yılında ihracat değeri ile ithalat değeri arasındaki fark kaçtır?,2018 yılında ihracat değeri ile ithalat değeri arasındaki fark 60 milyon dolar olarak hesaplanır (ithalat değeri daha yüksektir).,60.0,milyon dolar,train,charts/synthetic_v02/chart_022_bar.png
trdab_v02_000173,economy,chart_only,bar,average,hard,numeric,Tüm yıllar boyunca ihracat değeri ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca ihracat değeri ortalaması yaklaşık 183,8 milyon dolar olarak hesaplanır.",183.8,milyon dolar,train,charts/synthetic_v02/chart_022_bar.png
trdab_v02_000174,economy,table_and_chart,bar,nth_highest,hard,numeric_with_label,ihracat değeri açısından en yüksek 3. değer kaçtır?,ihracat değeri açısından en yüksek 3. değer 191 milyon dolar olup 2017 yılında görülmüştür.,191.0,milyon dolar,train,charts/synthetic_v02/chart_022_bar.png
trdab_v02_000175,economy,table_only,bar,trend_summary,medium,text,"Verilen veriye göre ithalat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","ithalat değeri genel olarak artış eğilimi göstermektedir. 2017 yılında 211 milyon dolar olan değer, 2021 yılında 267 milyon dolar olmuştur.",,milyon dolar,train,charts/synthetic_v02/chart_022_bar.png
trdab_v02_000176,economy,chart_only,bar,unanswerable,hard,abstention,2028 yılında ihracat değeri kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2028 yılı verilen veride bulunmamaktadır.,,milyon dolar,train,charts/synthetic_v02/chart_022_bar.png
trdab_v02_000177,education,table_and_chart,bar,value_lookup,easy,numeric,2022 yılında öğrenci sayısı kaçtır?,2022 yılında öğrenci sayısı 28.268 öğrenci olarak verilmiştir.,28268.0,öğrenci,train,charts/synthetic_v02/chart_023_bar.png
trdab_v02_000178,education,table_only,bar,comparison,medium,numeric,"2024 yılındaki öğretmen sayısı, 2021 yılına göre kaç öğretmen farklıdır?","2024 yılındaki öğretmen sayısı, 2021 yılına göre 215 öğretmen azdır.",215.0,öğretmen,train,charts/synthetic_v02/chart_023_bar.png
