id,dataset_version,domain,input_format,chart_type,question_type,difficulty,question,answer,numeric_answer,unit,split,chart_path
trdab_v01_000085,synthetic_v01,environment,table_only,bar,trend_summary,medium,"Verilen veriye göre geri dönüştürülen atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak geri dönüştürülen atık miktarı için artış eğilimi göstermektedir. 2019 yılında 8.075 ton olan değer, 2023 yılında 10.267 ton seviyesine yükselmiştir.",,ton,train,charts/synthetic_v01/chart_017_bar.png
trdab_v01_000086,synthetic_v01,sports,chart_only,line,value_lookup,easy,2025 yılında spor tesisi kullanım sayısı kaçtır?,2025 yılında spor tesisi kullanım sayısı 38.428 kullanım olarak verilmiştir.,38428.0,kullanım,train,charts/synthetic_v01/chart_018_line.png
trdab_v01_000087,synthetic_v01,sports,table_and_chart,line,max_min,easy,Verilen verideki en düşük spor tesisi kullanım sayısı kaçtır?,En düşük spor tesisi kullanım sayısı 38.428 kullanım olarak verilmiştir. Bu değer 2025 yılında görülmüştür.,38428.0,kullanım,train,charts/synthetic_v01/chart_018_line.png
trdab_v01_000088,synthetic_v01,sports,table_only,line,comparison,medium,"2023 yılındaki spor tesisi kullanım sayısı, 2024 yılına göre kaç kullanım farklıdır?","2023 yılındaki spor tesisi kullanım sayısı, 2024 yılına göre 6.619 kullanım azdır.",6619.0,kullanım,train,charts/synthetic_v01/chart_018_line.png
trdab_v01_000089,synthetic_v01,sports,chart_only,line,percentage_change,medium,"2020 ile 2022 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2022 arasında spor tesisi kullanım sayısı yaklaşık %7,9 azalmıştır.",-7.9,percent,train,charts/synthetic_v01/chart_018_line.png
trdab_v01_000090,synthetic_v01,sports,table_and_chart,line,trend_summary,medium,"Verilen veriye göre spor tesisi kullanım sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak spor tesisi kullanım sayısı için azalış eğilimi göstermektedir. 2020 yılında 49.437 kullanım olan değer, 2025 yılında 38.428 kullanım seviyesine düşmüştür.",,kullanım,train,charts/synthetic_v01/chart_018_line.png
trdab_v01_000091,synthetic_v01,municipality,table_only,bar,value_lookup,easy,2019 yılında belediye hizmet başvurusu kaçtır?,2019 yılında belediye hizmet başvurusu 92.414 başvuru olarak verilmiştir.,92414.0,başvuru,train,charts/synthetic_v01/chart_019_bar.png
trdab_v01_000092,synthetic_v01,municipality,chart_only,bar,max_min,easy,Verilen verideki en düşük belediye hizmet başvurusu kaçtır?,En düşük belediye hizmet başvurusu 75.809 başvuru olarak verilmiştir. Bu değer 2023 yılında görülmüştür.,75809.0,başvuru,train,charts/synthetic_v01/chart_019_bar.png
trdab_v01_000093,synthetic_v01,municipality,table_and_chart,bar,comparison,medium,"2021 yılındaki belediye hizmet başvurusu, 2022 yılına göre kaç başvuru farklıdır?","2021 yılındaki belediye hizmet başvurusu, 2022 yılına göre 7.423 başvuru fazladır.",7423.0,başvuru,train,charts/synthetic_v01/chart_019_bar.png
trdab_v01_000094,synthetic_v01,municipality,table_only,bar,percentage_change,medium,"2018 ile 2022 arasında belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2022 arasında belediye hizmet başvurusu yaklaşık %19,4 azalmıştır.",-19.4,percent,train,charts/synthetic_v01/chart_019_bar.png
trdab_v01_000095,synthetic_v01,municipality,chart_only,bar,trend_summary,medium,"Verilen veriye göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak belediye hizmet başvurusu için azalış eğilimi göstermektedir. 2018 yılında 97.380 başvuru olan değer, 2023 yılında 75.809 başvuru seviyesine düşmüştür.",,başvuru,train,charts/synthetic_v01/chart_019_bar.png
trdab_v01_000096,synthetic_v01,agriculture,table_and_chart,bar,value_lookup,easy,2022 yılında üretim miktarı kaçtır?,2022 yılında üretim miktarı 151.931 ton olarak verilmiştir.,151931.0,ton,train,charts/synthetic_v01/chart_020_bar.png
trdab_v01_000097,synthetic_v01,agriculture,table_only,bar,max_min,easy,Verilen verideki en düşük üretim miktarı kaçtır?,En düşük üretim miktarı 148.481 ton olarak verilmiştir. Bu değer 2019 yılında görülmüştür.,148481.0,ton,train,charts/synthetic_v01/chart_020_bar.png
trdab_v01_000098,synthetic_v01,agriculture,chart_only,bar,comparison,medium,"2019 yılındaki üretim miktarı, 2022 yılına göre kaç ton farklıdır?","2019 yılındaki üretim miktarı, 2022 yılına göre 3.450 ton azdır.",3450.0,ton,train,charts/synthetic_v01/chart_020_bar.png
trdab_v01_000099,synthetic_v01,agriculture,table_and_chart,bar,percentage_change,medium,"2019 ile 2022 arasında üretim miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2022 arasında üretim miktarı yaklaşık %2,3 artmıştır.",2.3,percent,train,charts/synthetic_v01/chart_020_bar.png
trdab_v01_000100,synthetic_v01,agriculture,table_only,bar,trend_summary,medium,"Verilen veriye göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",Verilen veri üretim miktarı için dalgalı bir eğilim göstermektedir. Yıllar arasında hem artış hem de azalış görüldüğü için tek yönlü güçlü bir eğilim yoktur.,,ton,train,charts/synthetic_v01/chart_020_bar.png
trdab_v01_000101,synthetic_v01,transportation,chart_only,line,value_lookup,easy,2021 yılında yolcu sayısı kaçtır?,2021 yılında yolcu sayısı 1.525.861 kişi olarak verilmiştir.,1525861.0,kişi,train,charts/synthetic_v01/chart_021_line.png
trdab_v01_000102,synthetic_v01,transportation,table_and_chart,line,max_min,easy,Verilen verideki en yüksek yolcu sayısı kaçtır?,En yüksek yolcu sayısı 1.734.200 kişi olarak verilmiştir. Bu değer 2023 yılında görülmüştür.,1734200.0,kişi,train,charts/synthetic_v01/chart_021_line.png
trdab_v01_000103,synthetic_v01,transportation,table_only,line,comparison,medium,"2019 yılındaki yolcu sayısı, 2021 yılına göre kaç kişi farklıdır?","2019 yılındaki yolcu sayısı, 2021 yılına göre 208.987 kişi azdır.",208987.0,kişi,train,charts/synthetic_v01/chart_021_line.png
trdab_v01_000104,synthetic_v01,transportation,chart_only,line,percentage_change,medium,"2019 ile 2021 arasında yolcu sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2021 arasında yolcu sayısı yaklaşık %15,9 artmıştır.",15.9,percent,train,charts/synthetic_v01/chart_021_line.png
trdab_v01_000105,synthetic_v01,transportation,table_and_chart,line,trend_summary,medium,"Verilen veriye göre yolcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak yolcu sayısı için artış eğilimi göstermektedir. 2018 yılında 1.186.843 kişi olan değer, 2023 yılında 1.734.200 kişi seviyesine yükselmiştir.",,kişi,train,charts/synthetic_v01/chart_021_line.png
trdab_v01_000106,synthetic_v01,economy,table_only,bar,value_lookup,easy,2019 yılında ihracat değeri kaçtır?,2019 yılında ihracat değeri 177 milyon dolar olarak verilmiştir.,177.0,milyon dolar,train,charts/synthetic_v01/chart_022_bar.png
trdab_v01_000107,synthetic_v01,economy,chart_only,bar,max_min,easy,Verilen verideki en düşük ihracat değeri kaçtır?,En düşük ihracat değeri 177 milyon dolar olarak verilmiştir. Bu değer 2019 yılında görülmüştür.,177.0,milyon dolar,train,charts/synthetic_v01/chart_022_bar.png
trdab_v01_000108,synthetic_v01,economy,table_and_chart,bar,comparison,medium,"2023 yılındaki ihracat değeri, 2021 yılına göre kaç milyon dolar farklıdır?","2023 yılındaki ihracat değeri, 2021 yılına göre 32 milyon dolar fazladır.",32.0,milyon dolar,train,charts/synthetic_v01/chart_022_bar.png
trdab_v01_000109,synthetic_v01,economy,table_only,bar,percentage_change,medium,"2022 ile 2023 arasında ihracat değeri yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2022 ile 2023 arasında ihracat değeri yaklaşık %9,1 artmıştır.",9.1,percent,train,charts/synthetic_v01/chart_022_bar.png
trdab_v01_000110,synthetic_v01,economy,chart_only,bar,trend_summary,medium,"Verilen veriye göre ihracat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak ihracat değeri için artış eğilimi göstermektedir. 2019 yılında 177 milyon dolar olan değer, 2024 yılında 269 milyon dolar seviyesine yükselmiştir.",,milyon dolar,train,charts/synthetic_v01/chart_022_bar.png
trdab_v01_000111,synthetic_v01,education,table_and_chart,line,value_lookup,easy,2023 yılında öğrenci sayısı kaçtır?,2023 yılında öğrenci sayısı 29.073 öğrenci olarak verilmiştir.,29073.0,öğrenci,train,charts/synthetic_v01/chart_023_line.png
trdab_v01_000112,synthetic_v01,education,table_only,line,max_min,easy,Verilen verideki en düşük öğrenci sayısı kaçtır?,En düşük öğrenci sayısı 24.901 öğrenci olarak verilmiştir. Bu değer 2019 yılında görülmüştür.,24901.0,öğrenci,train,charts/synthetic_v01/chart_023_line.png
trdab_v01_000113,synthetic_v01,education,chart_only,line,comparison,medium,"2023 yılındaki öğrenci sayısı, 2021 yılına göre kaç öğrenci farklıdır?","2023 yılındaki öğrenci sayısı, 2021 yılına göre 1.645 öğrenci fazladır.",1645.0,öğrenci,train,charts/synthetic_v01/chart_023_line.png
trdab_v01_000114,synthetic_v01,education,table_and_chart,line,percentage_change,medium,"2019 ile 2022 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2022 arasında öğrenci sayısı yaklaşık %13,3 artmıştır.",13.3,percent,train,charts/synthetic_v01/chart_023_line.png
trdab_v01_000115,synthetic_v01,education,table_only,line,trend_summary,medium,"Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak öğrenci sayısı için artış eğilimi göstermektedir. 2019 yılında 24.901 öğrenci olan değer, 2023 yılında 29.073 öğrenci seviyesine yükselmiştir.",,öğrenci,train,charts/synthetic_v01/chart_023_line.png
trdab_v01_000116,synthetic_v01,tourism,chart_only,line,value_lookup,easy,2021 yılında ziyaretçi sayısı kaçtır?,2021 yılında ziyaretçi sayısı 815.244 kişi olarak verilmiştir.,815244.0,kişi,train,charts/synthetic_v01/chart_024_line.png
trdab_v01_000117,synthetic_v01,tourism,table_and_chart,line,max_min,easy,Verilen verideki en düşük ziyaretçi sayısı kaçtır?,En düşük ziyaretçi sayısı 680.740 kişi olarak verilmiştir. Bu değer 2023 yılında görülmüştür.,680740.0,kişi,train,charts/synthetic_v01/chart_024_line.png
trdab_v01_000118,synthetic_v01,tourism,table_only,line,comparison,medium,"2021 yılındaki ziyaretçi sayısı, 2019 yılına göre kaç kişi farklıdır?","2021 yılındaki ziyaretçi sayısı, 2019 yılına göre 114.331 kişi azdır.",114331.0,kişi,train,charts/synthetic_v01/chart_024_line.png
trdab_v01_000119,synthetic_v01,tourism,chart_only,line,percentage_change,medium,"2021 ile 2023 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2021 ile 2023 arasında ziyaretçi sayısı yaklaşık %16,5 azalmıştır.",-16.5,percent,train,charts/synthetic_v01/chart_024_line.png
trdab_v01_000120,synthetic_v01,tourism,table_and_chart,line,trend_summary,medium,"Verilen veriye göre ziyaretçi sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak ziyaretçi sayısı için azalış eğilimi göstermektedir. 2019 yılında 929.575 kişi olan değer, 2023 yılında 680.740 kişi seviyesine düşmüştür.",,kişi,train,charts/synthetic_v01/chart_024_line.png
trdab_v01_000121,synthetic_v01,energy,table_only,bar,value_lookup,easy,2024 yılında elektrik tüketimi kaçtır?,2024 yılında elektrik tüketimi 94.553 MWh olarak verilmiştir.,94553.0,MWh,train,charts/synthetic_v01/chart_025_bar.png
trdab_v01_000122,synthetic_v01,energy,chart_only,bar,max_min,easy,Verilen verideki en yüksek elektrik tüketimi kaçtır?,En yüksek elektrik tüketimi 98.038 MWh olarak verilmiştir. Bu değer 2020 yılında görülmüştür.,98038.0,MWh,train,charts/synthetic_v01/chart_025_bar.png
trdab_v01_000123,synthetic_v01,energy,table_and_chart,bar,comparison,medium,"2024 yılındaki elektrik tüketimi, 2022 yılına göre kaç MWh farklıdır?","2024 yılındaki elektrik tüketimi, 2022 yılına göre 769 MWh fazladır.",769.0,MWh,train,charts/synthetic_v01/chart_025_bar.png
trdab_v01_000124,synthetic_v01,energy,table_only,bar,percentage_change,medium,"2021 ile 2023 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2021 ile 2023 arasında elektrik tüketimi yaklaşık %1,3 azalmıştır.",-1.3,percent,train,charts/synthetic_v01/chart_025_bar.png
trdab_v01_000125,synthetic_v01,energy,chart_only,bar,trend_summary,medium,"Verilen veriye göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",Verilen veri elektrik tüketimi için dalgalı bir eğilim göstermektedir. Yıllar arasında hem artış hem de azalış görüldüğü için tek yönlü güçlü bir eğilim yoktur.,,MWh,train,charts/synthetic_v01/chart_025_bar.png
trdab_v01_000126,synthetic_v01,health,table_and_chart,line,value_lookup,easy,2025 yılında hastane başvuru sayısı kaçtır?,2025 yılında hastane başvuru sayısı 331.086 başvuru olarak verilmiştir.,331086.0,başvuru,train,charts/synthetic_v01/chart_026_line.png
trdab_v01_000127,synthetic_v01,health,table_only,line,max_min,easy,Verilen verideki en yüksek hastane başvuru sayısı kaçtır?,En yüksek hastane başvuru sayısı 430.572 başvuru olarak verilmiştir. Bu değer 2020 yılında görülmüştür.,430572.0,başvuru,train,charts/synthetic_v01/chart_026_line.png
trdab_v01_000128,synthetic_v01,health,chart_only,line,comparison,medium,"2024 yılındaki hastane başvuru sayısı, 2022 yılına göre kaç başvuru farklıdır?","2024 yılındaki hastane başvuru sayısı, 2022 yılına göre 42.694 başvuru azdır.",42694.0,başvuru,train,charts/synthetic_v01/chart_026_line.png
trdab_v01_000129,synthetic_v01,health,table_and_chart,line,percentage_change,medium,"2024 ile 2025 arasında hastane başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2024 ile 2025 arasında hastane başvuru sayısı yaklaşık %5,9 azalmıştır.",-5.9,percent,train,charts/synthetic_v01/chart_026_line.png
trdab_v01_000130,synthetic_v01,health,table_only,line,trend_summary,medium,"Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak hastane başvuru sayısı için azalış eğilimi göstermektedir. 2020 yılında 430.572 başvuru olan değer, 2025 yılında 331.086 başvuru seviyesine düşmüştür.",,başvuru,train,charts/synthetic_v01/chart_026_line.png
trdab_v01_000131,synthetic_v01,environment,chart_only,line,value_lookup,easy,2019 yılında geri dönüştürülen atık miktarı kaçtır?,2019 yılında geri dönüştürülen atık miktarı 8.144 ton olarak verilmiştir.,8144.0,ton,train,charts/synthetic_v01/chart_027_line.png
trdab_v01_000132,synthetic_v01,environment,table_and_chart,line,max_min,easy,Verilen verideki en yüksek geri dönüştürülen atık miktarı kaçtır?,En yüksek geri dönüştürülen atık miktarı 10.275 ton olarak verilmiştir. Bu değer 2023 yılında görülmüştür.,10275.0,ton,train,charts/synthetic_v01/chart_027_line.png
trdab_v01_000133,synthetic_v01,environment,table_only,line,comparison,medium,"2019 yılındaki geri dönüştürülen atık miktarı, 2022 yılına göre kaç ton farklıdır?","2019 yılındaki geri dönüştürülen atık miktarı, 2022 yılına göre 1.557 ton azdır.",1557.0,ton,train,charts/synthetic_v01/chart_027_line.png
trdab_v01_000134,synthetic_v01,environment,chart_only,line,percentage_change,medium,"2022 ile 2023 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2022 ile 2023 arasında geri dönüştürülen atık miktarı yaklaşık %5,9 artmıştır.",5.9,percent,train,charts/synthetic_v01/chart_027_line.png
trdab_v01_000135,synthetic_v01,environment,table_and_chart,line,trend_summary,medium,"Verilen veriye göre geri dönüştürülen atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak geri dönüştürülen atık miktarı için artış eğilimi göstermektedir. 2019 yılında 8.144 ton olan değer, 2023 yılında 10.275 ton seviyesine yükselmiştir.",,ton,train,charts/synthetic_v01/chart_027_line.png
trdab_v01_000136,synthetic_v01,sports,table_only,bar,value_lookup,easy,2020 yılında spor tesisi kullanım sayısı kaçtır?,2020 yılında spor tesisi kullanım sayısı 49.555 kullanım olarak verilmiştir.,49555.0,kullanım,train,charts/synthetic_v01/chart_028_bar.png
trdab_v01_000137,synthetic_v01,sports,chart_only,bar,max_min,easy,Verilen verideki en yüksek spor tesisi kullanım sayısı kaçtır?,En yüksek spor tesisi kullanım sayısı 51.661 kullanım olarak verilmiştir. Bu değer 2022 yılında görülmüştür.,51661.0,kullanım,train,charts/synthetic_v01/chart_028_bar.png
trdab_v01_000138,synthetic_v01,sports,table_and_chart,bar,comparison,medium,"2023 yılındaki spor tesisi kullanım sayısı, 2020 yılına göre kaç kullanım farklıdır?","2023 yılındaki spor tesisi kullanım sayısı, 2020 yılına göre 11.351 kullanım azdır.",11351.0,kullanım,train,charts/synthetic_v01/chart_028_bar.png
trdab_v01_000139,synthetic_v01,sports,table_only,bar,percentage_change,medium,"2021 ile 2023 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2021 ile 2023 arasında spor tesisi kullanım sayısı yaklaşık %13,7 azalmıştır.",-13.7,percent,train,charts/synthetic_v01/chart_028_bar.png
trdab_v01_000140,synthetic_v01,sports,chart_only,bar,trend_summary,medium,"Verilen veriye göre spor tesisi kullanım sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",Verilen veri spor tesisi kullanım sayısı için dalgalı bir eğilim göstermektedir. Yıllar arasında hem artış hem de azalış görüldüğü için tek yönlü güçlü bir eğilim yoktur.,,kullanım,train,charts/synthetic_v01/chart_028_bar.png
trdab_v01_000141,synthetic_v01,municipality,table_and_chart,line,value_lookup,easy,2025 yılında belediye hizmet başvurusu kaçtır?,2025 yılında belediye hizmet başvurusu 75.026 başvuru olarak verilmiştir.,75026.0,başvuru,train,charts/synthetic_v01/chart_029_line.png
trdab_v01_000142,synthetic_v01,municipality,table_only,line,max_min,easy,Verilen verideki en düşük belediye hizmet başvurusu kaçtır?,En düşük belediye hizmet başvurusu 75.026 başvuru olarak verilmiştir. Bu değer 2025 yılında görülmüştür.,75026.0,başvuru,train,charts/synthetic_v01/chart_029_line.png
trdab_v01_000143,synthetic_v01,municipality,chart_only,line,comparison,medium,"2022 yılındaki belediye hizmet başvurusu, 2023 yılına göre kaç başvuru farklıdır?","2022 yılındaki belediye hizmet başvurusu, 2023 yılına göre 5.120 başvuru fazladır.",5120.0,başvuru,train,charts/synthetic_v01/chart_029_line.png
trdab_v01_000144,synthetic_v01,municipality,table_and_chart,line,percentage_change,medium,"2021 ile 2022 arasında belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",2021 ile 2022 arasında belediye hizmet başvurusu yaklaşık %6 azalmıştır.,-6.0,percent,train,charts/synthetic_v01/chart_029_line.png
trdab_v01_000145,synthetic_v01,municipality,table_only,line,trend_summary,medium,"Verilen veriye göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak belediye hizmet başvurusu için azalış eğilimi göstermektedir. 2020 yılında 99.709 başvuru olan değer, 2025 yılında 75.026 başvuru seviyesine düşmüştür.",,başvuru,train,charts/synthetic_v01/chart_029_line.png
trdab_v01_000146,synthetic_v01,agriculture,chart_only,bar,value_lookup,easy,2023 yılında üretim miktarı kaçtır?,2023 yılında üretim miktarı 145.975 ton olarak verilmiştir.,145975.0,ton,train,charts/synthetic_v01/chart_030_bar.png
trdab_v01_000147,synthetic_v01,agriculture,table_and_chart,bar,max_min,easy,Verilen verideki en düşük üretim miktarı kaçtır?,En düşük üretim miktarı 133.413 ton olarak verilmiştir. Bu değer 2025 yılında görülmüştür.,133413.0,ton,train,charts/synthetic_v01/chart_030_bar.png
trdab_v01_000148,synthetic_v01,agriculture,table_only,bar,comparison,medium,"2023 yılındaki üretim miktarı, 2024 yılına göre kaç ton farklıdır?","2023 yılındaki üretim miktarı, 2024 yılına göre 14.052 ton azdır.",14052.0,ton,train,charts/synthetic_v01/chart_030_bar.png
trdab_v01_000149,synthetic_v01,agriculture,chart_only,bar,percentage_change,medium,"2020 ile 2023 arasında üretim miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2023 arasında üretim miktarı yaklaşık %7,7 azalmıştır.",-7.7,percent,train,charts/synthetic_v01/chart_030_bar.png
trdab_v01_000150,synthetic_v01,agriculture,table_and_chart,bar,trend_summary,medium,"Verilen veriye göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak üretim miktarı için azalış eğilimi göstermektedir. 2020 yılında 158.124 ton olan değer, 2025 yılında 133.413 ton seviyesine düşmüştür.",,ton,train,charts/synthetic_v01/chart_030_bar.png
trdab_v01_000151,synthetic_v01,transportation,table_only,bar,value_lookup,easy,2021 yılında yolcu sayısı kaçtır?,2021 yılında yolcu sayısı 1.494.106 kişi olarak verilmiştir.,1494106.0,kişi,train,charts/synthetic_v01/chart_031_bar.png
trdab_v01_000152,synthetic_v01,transportation,chart_only,bar,max_min,easy,Verilen verideki en yüksek yolcu sayısı kaçtır?,En yüksek yolcu sayısı 1.825.894 kişi olarak verilmiştir. Bu değer 2018 yılında görülmüştür.,1825894.0,kişi,train,charts/synthetic_v01/chart_031_bar.png
trdab_v01_000153,synthetic_v01,transportation,table_and_chart,bar,comparison,medium,"2019 yılındaki yolcu sayısı, 2021 yılına göre kaç kişi farklıdır?","2019 yılındaki yolcu sayısı, 2021 yılına göre 269.085 kişi fazladır.",269085.0,kişi,train,charts/synthetic_v01/chart_031_bar.png
trdab_v01_000154,synthetic_v01,transportation,table_only,bar,percentage_change,medium,"2020 ile 2021 arasında yolcu sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2021 arasında yolcu sayısı yaklaşık %10,3 azalmıştır.",-10.3,percent,train,charts/synthetic_v01/chart_031_bar.png
trdab_v01_000155,synthetic_v01,transportation,chart_only,bar,trend_summary,medium,"Verilen veriye göre yolcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak yolcu sayısı için azalış eğilimi göstermektedir. 2018 yılında 1.825.894 kişi olan değer, 2023 yılında 1.312.473 kişi seviyesine düşmüştür.",,kişi,train,charts/synthetic_v01/chart_031_bar.png
trdab_v01_000156,synthetic_v01,economy,table_and_chart,line,value_lookup,easy,2022 yılında ihracat değeri kaçtır?,2022 yılında ihracat değeri 222 milyon dolar olarak verilmiştir.,222.0,milyon dolar,train,charts/synthetic_v01/chart_032_line.png
trdab_v01_000157,synthetic_v01,economy,table_only,line,max_min,easy,Verilen verideki en yüksek ihracat değeri kaçtır?,En yüksek ihracat değeri 269 milyon dolar olarak verilmiştir. Bu değer 2019 yılında görülmüştür.,269.0,milyon dolar,train,charts/synthetic_v01/chart_032_line.png
trdab_v01_000158,synthetic_v01,economy,chart_only,line,comparison,medium,"2019 yılındaki ihracat değeri, 2023 yılına göre kaç milyon dolar farklıdır?","2019 yılındaki ihracat değeri, 2023 yılına göre 71 milyon dolar fazladır.",71.0,milyon dolar,train,charts/synthetic_v01/chart_032_line.png
trdab_v01_000159,synthetic_v01,economy,table_and_chart,line,percentage_change,medium,"2019 ile 2022 arasında ihracat değeri yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2022 arasında ihracat değeri yaklaşık %17,5 azalmıştır.",-17.5,percent,train,charts/synthetic_v01/chart_032_line.png
trdab_v01_000160,synthetic_v01,economy,table_only,line,trend_summary,medium,"Verilen veriye göre ihracat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak ihracat değeri için azalış eğilimi göstermektedir. 2019 yılında 269 milyon dolar olan değer, 2023 yılında 198 milyon dolar seviyesine düşmüştür.",,milyon dolar,train,charts/synthetic_v01/chart_032_line.png
trdab_v01_000161,synthetic_v01,education,chart_only,line,value_lookup,easy,2021 yılında öğrenci sayısı kaçtır?,2021 yılında öğrenci sayısı 28.200 öğrenci olarak verilmiştir.,28200.0,öğrenci,train,charts/synthetic_v01/chart_033_line.png
trdab_v01_000162,synthetic_v01,education,table_and_chart,line,max_min,easy,Verilen verideki en düşük öğrenci sayısı kaçtır?,En düşük öğrenci sayısı 25.106 öğrenci olarak verilmiştir. Bu değer 2018 yılında görülmüştür.,25106.0,öğrenci,train,charts/synthetic_v01/chart_033_line.png
trdab_v01_000163,synthetic_v01,education,table_only,line,comparison,medium,"2021 yılındaki öğrenci sayısı, 2020 yılına göre kaç öğrenci farklıdır?","2021 yılındaki öğrenci sayısı, 2020 yılına göre 1.315 öğrenci fazladır.",1315.0,öğrenci,train,charts/synthetic_v01/chart_033_line.png
trdab_v01_000164,synthetic_v01,education,chart_only,line,percentage_change,medium,"2020 ile 2021 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2021 arasında öğrenci sayısı yaklaşık %4,9 artmıştır.",4.9,percent,train,charts/synthetic_v01/chart_033_line.png
trdab_v01_000165,synthetic_v01,education,table_and_chart,line,trend_summary,medium,"Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak öğrenci sayısı için artış eğilimi göstermektedir. 2018 yılında 25.106 öğrenci olan değer, 2023 yılında 30.469 öğrenci seviyesine yükselmiştir.",,öğrenci,train,charts/synthetic_v01/chart_033_line.png
trdab_v01_000166,synthetic_v01,tourism,table_only,line,value_lookup,easy,2019 yılında ziyaretçi sayısı kaçtır?,2019 yılında ziyaretçi sayısı 927.937 kişi olarak verilmiştir.,927937.0,kişi,train,charts/synthetic_v01/chart_034_line.png
trdab_v01_000167,synthetic_v01,tourism,chart_only,line,max_min,easy,Verilen verideki en yüksek ziyaretçi sayısı kaçtır?,En yüksek ziyaretçi sayısı 927.937 kişi olarak verilmiştir. Bu değer 2019 yılında görülmüştür.,927937.0,kişi,train,charts/synthetic_v01/chart_034_line.png
trdab_v01_000168,synthetic_v01,tourism,table_and_chart,line,comparison,medium,"2023 yılındaki ziyaretçi sayısı, 2020 yılına göre kaç kişi farklıdır?","2023 yılındaki ziyaretçi sayısı, 2020 yılına göre 230.657 kişi azdır.",230657.0,kişi,train,charts/synthetic_v01/chart_034_line.png
trdab_v01_000169,synthetic_v01,tourism,table_only,line,percentage_change,medium,"2019 ile 2020 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2020 arasında ziyaretçi sayısı yaklaşık %3,9 azalmıştır.",-3.9,percent,train,charts/synthetic_v01/chart_034_line.png
