id,domain,question_type,difficulty,question,answer,numeric_answer,split,chart_path
trdab_cr_000102,environment,trend_summary,medium,"Grafiğe göre geri dönüştürülen atık için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",geri dönüştürülen atık genel olarak azalış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_017_line.png
trdab_cr_000103,sports,max_min_year,medium,Grafiğe göre en yüksek spor tesisi kullanımı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek spor tesisi kullanımı 2025 yılında görülmüştür.,2025.0,train,charts/chart_read_v01/chart_018_bar.png
trdab_cr_000104,sports,max_min_year,medium,Grafiğe göre en düşük spor tesisi kullanımı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük spor tesisi kullanımı 2019 yılında görülmüştür.,2019.0,train,charts/chart_read_v01/chart_018_bar.png
trdab_cr_000105,sports,compare_years,medium,Grafiğe göre 2021 ve 2023 yıllarından hangisinde spor tesisi kullanımı daha yüksektir? Cevap olarak sadece yılı yaz.,spor tesisi kullanımı 2023 yılında daha yüksektir.,2023.0,train,charts/chart_read_v01/chart_018_bar.png
trdab_cr_000106,sports,count_above,hard,Grafiğe göre kaç yılda spor tesisi kullanımı 54.000 kullanım değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda spor tesisi kullanımı 54.000 kullanım değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_018_bar.png
trdab_cr_000107,sports,value_estimate,hard,Grafiğe göre 2020 yılında spor tesisi kullanımı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2020 yılında spor tesisi kullanımı yaklaşık 47.000 kullanım.,47000.0,train,charts/chart_read_v01/chart_018_bar.png
trdab_cr_000108,sports,trend_summary,medium,"Grafiğe göre spor tesisi kullanımı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",spor tesisi kullanımı genel olarak artış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_018_bar.png
trdab_cr_000109,municipality,max_min_year,medium,Grafiğe göre en yüksek belediye hizmet başvurusu hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek belediye hizmet başvurusu 2023 yılında görülmüştür.,2023.0,train,charts/chart_read_v01/chart_019_line.png
trdab_cr_000110,municipality,max_min_year,medium,Grafiğe göre en düşük belediye hizmet başvurusu hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük belediye hizmet başvurusu 2020 yılında görülmüştür.,2020.0,train,charts/chart_read_v01/chart_019_line.png
trdab_cr_000111,municipality,compare_years,medium,Grafiğe göre 2023 ve 2024 yıllarından hangisinde belediye hizmet başvurusu daha yüksektir? Cevap olarak sadece yılı yaz.,belediye hizmet başvurusu 2023 yılında daha yüksektir.,2023.0,train,charts/chart_read_v01/chart_019_line.png
trdab_cr_000112,municipality,count_above,hard,Grafiğe göre kaç yılda belediye hizmet başvurusu 71.000 başvuru değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda belediye hizmet başvurusu 71.000 başvuru değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_019_line.png
trdab_cr_000113,municipality,value_estimate,hard,Grafiğe göre 2022 yılında belediye hizmet başvurusu yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2022 yılında belediye hizmet başvurusu yaklaşık 69.000 başvuru.,69000.0,train,charts/chart_read_v01/chart_019_line.png
trdab_cr_000114,municipality,trend_summary,medium,"Grafiğe göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",belediye hizmet başvurusu genel olarak dalgalı eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_019_line.png
trdab_cr_000115,agriculture,max_min_year,medium,Grafiğe göre en yüksek üretim miktarı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek üretim miktarı 2021 yılında görülmüştür.,2021.0,train,charts/chart_read_v01/chart_020_bar.png
trdab_cr_000116,agriculture,max_min_year,medium,Grafiğe göre en düşük üretim miktarı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük üretim miktarı 2020 yılında görülmüştür.,2020.0,train,charts/chart_read_v01/chart_020_bar.png
trdab_cr_000117,agriculture,compare_years,medium,Grafiğe göre 2020 ve 2023 yıllarından hangisinde üretim miktarı daha yüksektir? Cevap olarak sadece yılı yaz.,üretim miktarı 2023 yılında daha yüksektir.,2023.0,train,charts/chart_read_v01/chart_020_bar.png
trdab_cr_000118,agriculture,count_above,hard,Grafiğe göre kaç yılda üretim miktarı 155.000 ton değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,3 yılda üretim miktarı 155.000 ton değerinin üzerindedir.,3.0,train,charts/chart_read_v01/chart_020_bar.png
trdab_cr_000119,agriculture,value_estimate,hard,Grafiğe göre 2023 yılında üretim miktarı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2023 yılında üretim miktarı yaklaşık 170.000 ton.,170000.0,train,charts/chart_read_v01/chart_020_bar.png
trdab_cr_000120,agriculture,trend_summary,medium,"Grafiğe göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",üretim miktarı genel olarak dalgalı eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_020_bar.png
trdab_cr_000121,transportation,max_min_year,medium,Grafiğe göre en yüksek yolcu sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek yolcu sayısı 2018 yılında görülmüştür.,2018.0,train,charts/chart_read_v01/chart_021_line.png
trdab_cr_000122,transportation,max_min_year,medium,Grafiğe göre en düşük yolcu sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük yolcu sayısı 2023 yılında görülmüştür.,2023.0,train,charts/chart_read_v01/chart_021_line.png
trdab_cr_000123,transportation,compare_years,medium,Grafiğe göre 2020 ve 2023 yıllarından hangisinde yolcu sayısı daha yüksektir? Cevap olarak sadece yılı yaz.,yolcu sayısı 2020 yılında daha yüksektir.,2020.0,train,charts/chart_read_v01/chart_021_line.png
trdab_cr_000124,transportation,count_above,hard,Grafiğe göre kaç yılda yolcu sayısı 1.100.000 kişi değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda yolcu sayısı 1.100.000 kişi değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_021_line.png
trdab_cr_000125,transportation,value_estimate,hard,Grafiğe göre 2019 yılında yolcu sayısı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2019 yılında yolcu sayısı yaklaşık 1.200.000 kişi.,1200000.0,train,charts/chart_read_v01/chart_021_line.png
trdab_cr_000126,transportation,trend_summary,medium,"Grafiğe göre yolcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",yolcu sayısı genel olarak azalış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_021_line.png
trdab_cr_000127,economy,max_min_year,medium,Grafiğe göre en yüksek ihracat değeri hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek ihracat değeri 2019 yılında görülmüştür.,2019.0,train,charts/chart_read_v01/chart_022_bar.png
trdab_cr_000128,economy,max_min_year,medium,Grafiğe göre en düşük ihracat değeri hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük ihracat değeri 2020 yılında görülmüştür.,2020.0,train,charts/chart_read_v01/chart_022_bar.png
trdab_cr_000129,economy,compare_years,medium,Grafiğe göre 2018 ve 2019 yıllarından hangisinde ihracat değeri daha yüksektir? Cevap olarak sadece yılı yaz.,ihracat değeri 2019 yılında daha yüksektir.,2019.0,train,charts/chart_read_v01/chart_022_bar.png
trdab_cr_000130,economy,count_above,hard,Grafiğe göre kaç yılda ihracat değeri 170 milyon dolar değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda ihracat değeri 170 milyon dolar değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_022_bar.png
trdab_cr_000131,economy,value_estimate,hard,Grafiğe göre 2021 yılında ihracat değeri yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2021 yılında ihracat değeri yaklaşık 210 milyon dolar.,210.0,train,charts/chart_read_v01/chart_022_bar.png
trdab_cr_000132,economy,trend_summary,medium,"Grafiğe göre ihracat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",ihracat değeri genel olarak azalış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_022_bar.png
trdab_cr_000133,education,max_min_year,medium,Grafiğe göre en yüksek öğrenci sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek öğrenci sayısı 2024 yılında görülmüştür.,2024.0,train,charts/chart_read_v01/chart_023_line.png
trdab_cr_000134,education,max_min_year,medium,Grafiğe göre en düşük öğrenci sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük öğrenci sayısı 2018 yılında görülmüştür.,2018.0,train,charts/chart_read_v01/chart_023_line.png
trdab_cr_000135,education,compare_years,medium,Grafiğe göre 2021 ve 2023 yıllarından hangisinde öğrenci sayısı daha yüksektir? Cevap olarak sadece yılı yaz.,öğrenci sayısı 2023 yılında daha yüksektir.,2023.0,train,charts/chart_read_v01/chart_023_line.png
trdab_cr_000136,education,count_above,hard,Grafiğe göre kaç yılda öğrenci sayısı 27.500 öğrenci değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda öğrenci sayısı 27.500 öğrenci değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_023_line.png
trdab_cr_000137,education,value_estimate,hard,Grafiğe göre 2019 yılında öğrenci sayısı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2019 yılında öğrenci sayısı yaklaşık 26.000 öğrenci.,26000.0,train,charts/chart_read_v01/chart_023_line.png
trdab_cr_000138,education,trend_summary,medium,"Grafiğe göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",öğrenci sayısı genel olarak artış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_023_line.png
trdab_cr_000139,tourism,max_min_year,medium,Grafiğe göre en yüksek ziyaretçi sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek ziyaretçi sayısı 2022 yılında görülmüştür.,2022.0,train,charts/chart_read_v01/chart_024_bar.png
trdab_cr_000140,tourism,max_min_year,medium,Grafiğe göre en düşük ziyaretçi sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük ziyaretçi sayısı 2017 yılında görülmüştür.,2017.0,train,charts/chart_read_v01/chart_024_bar.png
trdab_cr_000141,tourism,compare_years,medium,Grafiğe göre 2017 ve 2021 yıllarından hangisinde ziyaretçi sayısı daha yüksektir? Cevap olarak sadece yılı yaz.,ziyaretçi sayısı 2021 yılında daha yüksektir.,2021.0,train,charts/chart_read_v01/chart_024_bar.png
trdab_cr_000142,tourism,count_above,hard,Grafiğe göre kaç yılda ziyaretçi sayısı 770.000 kişi değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,3 yılda ziyaretçi sayısı 770.000 kişi değerinin üzerindedir.,3.0,train,charts/chart_read_v01/chart_024_bar.png
trdab_cr_000143,tourism,value_estimate,hard,Grafiğe göre 2021 yılında ziyaretçi sayısı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2021 yılında ziyaretçi sayısı yaklaşık 860.000 kişi.,860000.0,train,charts/chart_read_v01/chart_024_bar.png
trdab_cr_000144,tourism,trend_summary,medium,"Grafiğe göre ziyaretçi sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",ziyaretçi sayısı genel olarak artış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_024_bar.png
trdab_cr_000145,energy,max_min_year,medium,Grafiğe göre en yüksek elektrik tüketimi hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek elektrik tüketimi 2019 yılında görülmüştür.,2019.0,train,charts/chart_read_v01/chart_025_line.png
trdab_cr_000146,energy,max_min_year,medium,Grafiğe göre en düşük elektrik tüketimi hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük elektrik tüketimi 2025 yılında görülmüştür.,2025.0,train,charts/chart_read_v01/chart_025_line.png
trdab_cr_000147,energy,compare_years,medium,Grafiğe göre 2024 ve 2021 yıllarından hangisinde elektrik tüketimi daha yüksektir? Cevap olarak sadece yılı yaz.,elektrik tüketimi 2021 yılında daha yüksektir.,2021.0,train,charts/chart_read_v01/chart_025_line.png
trdab_cr_000148,energy,count_above,hard,Grafiğe göre kaç yılda elektrik tüketimi 105.000 MWh değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda elektrik tüketimi 105.000 MWh değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_025_line.png
trdab_cr_000149,energy,value_estimate,hard,Grafiğe göre 2025 yılında elektrik tüketimi yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2025 yılında elektrik tüketimi yaklaşık 94.000 MWh.,94000.0,train,charts/chart_read_v01/chart_025_line.png
trdab_cr_000150,energy,trend_summary,medium,"Grafiğe göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",elektrik tüketimi genel olarak azalış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_025_line.png
trdab_cr_000151,health,max_min_year,medium,Grafiğe göre en yüksek hastane başvuru sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek hastane başvuru sayısı 2019 yılında görülmüştür.,2019.0,train,charts/chart_read_v01/chart_026_bar.png
trdab_cr_000152,health,max_min_year,medium,Grafiğe göre en düşük hastane başvuru sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük hastane başvuru sayısı 2024 yılında görülmüştür.,2024.0,train,charts/chart_read_v01/chart_026_bar.png
trdab_cr_000153,health,compare_years,medium,Grafiğe göre 2020 ve 2023 yıllarından hangisinde hastane başvuru sayısı daha yüksektir? Cevap olarak sadece yılı yaz.,hastane başvuru sayısı 2020 yılında daha yüksektir.,2020.0,train,charts/chart_read_v01/chart_026_bar.png
trdab_cr_000154,health,count_above,hard,Grafiğe göre kaç yılda hastane başvuru sayısı 380.000 başvuru değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,3 yılda hastane başvuru sayısı 380.000 başvuru değerinin üzerindedir.,3.0,train,charts/chart_read_v01/chart_026_bar.png
trdab_cr_000155,health,value_estimate,hard,Grafiğe göre 2020 yılında hastane başvuru sayısı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2020 yılında hastane başvuru sayısı yaklaşık 400.000 başvuru.,400000.0,train,charts/chart_read_v01/chart_026_bar.png
trdab_cr_000156,health,trend_summary,medium,"Grafiğe göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",hastane başvuru sayısı genel olarak azalış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_026_bar.png
trdab_cr_000157,environment,max_min_year,medium,Grafiğe göre en yüksek geri dönüştürülen atık hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek geri dönüştürülen atık 2019 yılında görülmüştür.,2019.0,train,charts/chart_read_v01/chart_027_line.png
trdab_cr_000158,environment,max_min_year,medium,Grafiğe göre en düşük geri dönüştürülen atık hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük geri dönüştürülen atık 2025 yılında görülmüştür.,2025.0,train,charts/chart_read_v01/chart_027_line.png
trdab_cr_000159,environment,compare_years,medium,Grafiğe göre 2021 ve 2019 yıllarından hangisinde geri dönüştürülen atık daha yüksektir? Cevap olarak sadece yılı yaz.,geri dönüştürülen atık 2019 yılında daha yüksektir.,2019.0,train,charts/chart_read_v01/chart_027_line.png
trdab_cr_000160,environment,count_above,hard,Grafiğe göre kaç yılda geri dönüştürülen atık 9.900 ton değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda geri dönüştürülen atık 9.900 ton değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_027_line.png
trdab_cr_000161,environment,value_estimate,hard,Grafiğe göre 2023 yılında geri dönüştürülen atık yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2023 yılında geri dönüştürülen atık yaklaşık 9.800 ton.,9800.0,train,charts/chart_read_v01/chart_027_line.png
trdab_cr_000162,environment,trend_summary,medium,"Grafiğe göre geri dönüştürülen atık için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",geri dönüştürülen atık genel olarak azalış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_027_line.png
trdab_cr_000163,sports,max_min_year,medium,Grafiğe göre en yüksek spor tesisi kullanımı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek spor tesisi kullanımı 2019 yılında görülmüştür.,2019.0,train,charts/chart_read_v01/chart_028_bar.png
trdab_cr_000164,sports,max_min_year,medium,Grafiğe göre en düşük spor tesisi kullanımı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük spor tesisi kullanımı 2020 yılında görülmüştür.,2020.0,train,charts/chart_read_v01/chart_028_bar.png
trdab_cr_000165,sports,compare_years,medium,Grafiğe göre 2019 ve 2025 yıllarından hangisinde spor tesisi kullanımı daha yüksektir? Cevap olarak sadece yılı yaz.,spor tesisi kullanımı 2019 yılında daha yüksektir.,2019.0,train,charts/chart_read_v01/chart_028_bar.png
trdab_cr_000166,sports,count_above,hard,Grafiğe göre kaç yılda spor tesisi kullanımı 44.000 kullanım değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,5 yılda spor tesisi kullanımı 44.000 kullanım değerinin üzerindedir.,5.0,train,charts/chart_read_v01/chart_028_bar.png
trdab_cr_000167,sports,value_estimate,hard,Grafiğe göre 2022 yılında spor tesisi kullanımı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2022 yılında spor tesisi kullanımı yaklaşık 42.000 kullanım.,42000.0,train,charts/chart_read_v01/chart_028_bar.png
trdab_cr_000168,sports,trend_summary,medium,"Grafiğe göre spor tesisi kullanımı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",spor tesisi kullanımı genel olarak azalış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_028_bar.png
trdab_cr_000169,municipality,max_min_year,medium,Grafiğe göre en yüksek belediye hizmet başvurusu hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek belediye hizmet başvurusu 2024 yılında görülmüştür.,2024.0,train,charts/chart_read_v01/chart_029_line.png
trdab_cr_000170,municipality,max_min_year,medium,Grafiğe göre en düşük belediye hizmet başvurusu hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük belediye hizmet başvurusu 2018 yılında görülmüştür.,2018.0,train,charts/chart_read_v01/chart_029_line.png
trdab_cr_000171,municipality,compare_years,medium,Grafiğe göre 2021 ve 2018 yıllarından hangisinde belediye hizmet başvurusu daha yüksektir? Cevap olarak sadece yılı yaz.,belediye hizmet başvurusu 2021 yılında daha yüksektir.,2021.0,train,charts/chart_read_v01/chart_029_line.png
trdab_cr_000172,municipality,count_above,hard,Grafiğe göre kaç yılda belediye hizmet başvurusu 82.000 başvuru değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda belediye hizmet başvurusu 82.000 başvuru değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_029_line.png
trdab_cr_000173,municipality,value_estimate,hard,Grafiğe göre 2023 yılında belediye hizmet başvurusu yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2023 yılında belediye hizmet başvurusu yaklaşık 93.000 başvuru.,93000.0,train,charts/chart_read_v01/chart_029_line.png
trdab_cr_000174,municipality,trend_summary,medium,"Grafiğe göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",belediye hizmet başvurusu genel olarak artış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_029_line.png
trdab_cr_000175,agriculture,max_min_year,medium,Grafiğe göre en yüksek üretim miktarı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek üretim miktarı 2019 yılında görülmüştür.,2019.0,train,charts/chart_read_v01/chart_030_bar.png
trdab_cr_000176,agriculture,max_min_year,medium,Grafiğe göre en düşük üretim miktarı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük üretim miktarı 2025 yılında görülmüştür.,2025.0,train,charts/chart_read_v01/chart_030_bar.png
trdab_cr_000177,agriculture,compare_years,medium,Grafiğe göre 2022 ve 2019 yıllarından hangisinde üretim miktarı daha yüksektir? Cevap olarak sadece yılı yaz.,üretim miktarı 2019 yılında daha yüksektir.,2019.0,train,charts/chart_read_v01/chart_030_bar.png
trdab_cr_000178,agriculture,count_above,hard,Grafiğe göre kaç yılda üretim miktarı 185.000 ton değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,3 yılda üretim miktarı 185.000 ton değerinin üzerindedir.,3.0,train,charts/chart_read_v01/chart_030_bar.png
trdab_cr_000179,agriculture,value_estimate,hard,Grafiğe göre 2021 yılında üretim miktarı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2021 yılında üretim miktarı yaklaşık 190.000 ton.,190000.0,train,charts/chart_read_v01/chart_030_bar.png
trdab_cr_000180,agriculture,trend_summary,medium,"Grafiğe göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",üretim miktarı genel olarak azalış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_030_bar.png
trdab_cr_000181,transportation,max_min_year,medium,Grafiğe göre en yüksek yolcu sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek yolcu sayısı 2024 yılında görülmüştür.,2024.0,train,charts/chart_read_v01/chart_031_line.png
trdab_cr_000182,transportation,max_min_year,medium,Grafiğe göre en düşük yolcu sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük yolcu sayısı 2018 yılında görülmüştür.,2018.0,train,charts/chart_read_v01/chart_031_line.png
trdab_cr_000183,transportation,compare_years,medium,Grafiğe göre 2023 ve 2024 yıllarından hangisinde yolcu sayısı daha yüksektir? Cevap olarak sadece yılı yaz.,yolcu sayısı 2024 yılında daha yüksektir.,2024.0,train,charts/chart_read_v01/chart_031_line.png
trdab_cr_000184,transportation,count_above,hard,Grafiğe göre kaç yılda yolcu sayısı 1.500.000 kişi değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda yolcu sayısı 1.500.000 kişi değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_031_line.png
trdab_cr_000185,transportation,value_estimate,hard,Grafiğe göre 2020 yılında yolcu sayısı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2020 yılında yolcu sayısı yaklaşık 1.400.000 kişi.,1400000.0,train,charts/chart_read_v01/chart_031_line.png
trdab_cr_000186,transportation,trend_summary,medium,"Grafiğe göre yolcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",yolcu sayısı genel olarak artış eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_031_line.png
trdab_cr_000187,economy,max_min_year,medium,Grafiğe göre en yüksek ihracat değeri hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek ihracat değeri 2021 yılında görülmüştür.,2021.0,train,charts/chart_read_v01/chart_032_bar.png
trdab_cr_000188,economy,max_min_year,medium,Grafiğe göre en düşük ihracat değeri hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük ihracat değeri 2022 yılında görülmüştür.,2022.0,train,charts/chart_read_v01/chart_032_bar.png
trdab_cr_000189,economy,compare_years,medium,Grafiğe göre 2018 ve 2020 yıllarından hangisinde ihracat değeri daha yüksektir? Cevap olarak sadece yılı yaz.,ihracat değeri 2020 yılında daha yüksektir.,2020.0,train,charts/chart_read_v01/chart_032_bar.png
trdab_cr_000190,economy,count_above,hard,Grafiğe göre kaç yılda ihracat değeri 180 milyon dolar değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda ihracat değeri 180 milyon dolar değerinin üzerindedir.,4.0,train,charts/chart_read_v01/chart_032_bar.png
trdab_cr_000191,economy,value_estimate,hard,Grafiğe göre 2021 yılında ihracat değeri yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2021 yılında ihracat değeri yaklaşık 210 milyon dolar.,210.0,train,charts/chart_read_v01/chart_032_bar.png
trdab_cr_000192,economy,trend_summary,medium,"Grafiğe göre ihracat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",ihracat değeri genel olarak dalgalı eğilimi göstermektedir.,,train,charts/chart_read_v01/chart_032_bar.png
trdab_cr_000193,education,max_min_year,medium,Grafiğe göre en yüksek öğrenci sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek öğrenci sayısı 2020 yılında görülmüştür.,2020.0,validation,charts/chart_read_v01/chart_033_line.png
trdab_cr_000194,education,max_min_year,medium,Grafiğe göre en düşük öğrenci sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük öğrenci sayısı 2019 yılında görülmüştür.,2019.0,validation,charts/chart_read_v01/chart_033_line.png
trdab_cr_000195,education,compare_years,medium,Grafiğe göre 2023 ve 2020 yıllarından hangisinde öğrenci sayısı daha yüksektir? Cevap olarak sadece yılı yaz.,öğrenci sayısı 2020 yılında daha yüksektir.,2020.0,validation,charts/chart_read_v01/chart_033_line.png
trdab_cr_000196,education,count_above,hard,Grafiğe göre kaç yılda öğrenci sayısı 24.500 öğrenci değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda öğrenci sayısı 24.500 öğrenci değerinin üzerindedir.,4.0,validation,charts/chart_read_v01/chart_033_line.png
trdab_cr_000197,education,value_estimate,hard,Grafiğe göre 2020 yılında öğrenci sayısı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2020 yılında öğrenci sayısı yaklaşık 27.000 öğrenci.,27000.0,validation,charts/chart_read_v01/chart_033_line.png
trdab_cr_000198,education,trend_summary,medium,"Grafiğe göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",öğrenci sayısı genel olarak azalış eğilimi göstermektedir.,,validation,charts/chart_read_v01/chart_033_line.png
trdab_cr_000199,tourism,max_min_year,medium,Grafiğe göre en yüksek ziyaretçi sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek ziyaretçi sayısı 2024 yılında görülmüştür.,2024.0,validation,charts/chart_read_v01/chart_034_bar.png
trdab_cr_000200,tourism,max_min_year,medium,Grafiğe göre en düşük ziyaretçi sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük ziyaretçi sayısı 2018 yılında görülmüştür.,2018.0,validation,charts/chart_read_v01/chart_034_bar.png
trdab_cr_000201,tourism,compare_years,medium,Grafiğe göre 2018 ve 2023 yıllarından hangisinde ziyaretçi sayısı daha yüksektir? Cevap olarak sadece yılı yaz.,ziyaretçi sayısı 2023 yılında daha yüksektir.,2023.0,validation,charts/chart_read_v01/chart_034_bar.png
trdab_cr_000202,tourism,count_above,hard,Grafiğe göre kaç yılda ziyaretçi sayısı 790.000 kişi değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda ziyaretçi sayısı 790.000 kişi değerinin üzerindedir.,4.0,validation,charts/chart_read_v01/chart_034_bar.png
